NAME,ADDRESS,CITY,STATE,ZIP,TYPE,DEGREES OFFERED,CAMPUS SETTING,CAMPUS HOUSING,STUDENT POPULATION,UNDERGRADUATE STUDENTS,PUBLIC/PRIVATE,PUBLISHED IN-STATE TUITION AND FEES ($),PUBLISHED OUT-OF-STATE TUITION AND FEES ($),TELEPHONE,POPULATION,LATITUDE,LONGITUDE,WEBSITE,RANK,UNDERGRADUATE POPULATION,NET PRICE,AVERAGE GRANT AID,TOTAL ANNUAL COST,ALUMNI SALARY,ACCEPTANCE RATE
MULTNOMAH UNIVERSITY,8435 NE GLISAN ST,PORTLAND,OR,97220,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE - OTHER",CITY,YES,695.0,407.0,PRIVATE NON-PROFIT,25900.0,25900.0,(503) 255-0332,913,45.527621787,-122.575684716,https://www.multnomah.edu,,,,,,,
MURRAY STATE COLLEGE,ONE MURRAY CAMPUS,TISHOMINGO,OK,73460,AT LEAST 2 BUT LESS THAN 4 YEARS,ASSOCIATE'S DEGREE,RURAL,YES,2143.0,2143.0,PUBLIC,6010.0,12160.0,(580) 387-7000,2466,34.2229855030001,-96.677889044,www.mscok.edu,,,,,,,
MUSICIANS INSTITUTE,6752 HOLLYWOOD BLVD.,HOLLYWOOD,CA,90028,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,YES,1105.0,1105.0,PRIVATE FOR-PROFIT,24030.0,24030.0,(323) 462-1384,1464,34.101301498000105,-118.33769757200001,www.mi.edu,,,,,,,
MUSKEGON COMMUNITY COLLEGE,221 S QUARTERLINE RD,MUSKEGON,MI,49442-1432,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",CITY,NO,4078.0,4078.0,PUBLIC,10030.0,13430.0,(231) 773-9131,4509,43.2503644270001,-86.19641848,www.muskegoncc.edu,,,,,,,
MUSKINGUM UNIVERSITY,163 STORMONT STREET,NEW CONCORD,OH,43762,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",TOWN,YES,2412.0,1618.0,PRIVATE NON-PROFIT,28266.0,28266.0,(740) 826-8211,2811,39.9966089600001,-81.737204498,www.muskingum.edu/,,,,,,,
MY BEAUTY & BARBER COLLEGE,6100 MACK ROAD ST. F,SACRAMENTO,CA,95823-4687,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,57.0,57.0,PRIVATE FOR-PROFIT,NAN,NAN,(916) 395-1972,65,38.473181927,-121.431272847,www.mybeautycollege.com,,,,,,,
MY LE'S BEAUTY COLLEGE,4516 FLORIN ROAD,SACRAMENTO,CA,95823-2513,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,NO,273.0,273.0,PRIVATE FOR-PROFIT,NAN,NAN,(916) 422-0223,286,38.494900687,-121.452433989,www.mylebeautycollegeinc.com,,,,,,,
MY LE'S BEAUTY COLLEGE,601 TERRY PARKWAY STE. A,GRETNA,LA,70056,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,NO,44.0,44.0,PRIVATE FOR-PROFIT,NAN,NAN,(504) 362-3150,51,29.903181792000105,-90.02917170200001,mylebeautycollegellc.com/,,,,,,,
MYCOMPUTERCAREER.EDU-COLUMBUS,380 POLARIS PARKWAY SUITE 110,WESTERVILLE,OH,43082,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ASSOCIATE'S DEGREE",SUBURB,NO,1223.0,1223.0,PRIVATE FOR-PROFIT,NAN,NAN,(919) 813-6266,1310,40.147068858000104,-82.941841803,www.mycomputercareer.edu,,,,,,,
MYCOMPUTERCAREER.EDU-INDIANAPOLIS,"8909 PURDUE RD, SUITE 100",INDIANAPOLIS,IN,46278,LESS THAN 2 YEARS (BELOW ASSOCIATE),LESS THAN ONE YEAR CERTIFICATE,CITY,NO,257.0,257.0,PRIVATE FOR-PROFIT,NAN,NAN,(317) 550-3044,277,39.7293042680001,-86.25474543699991,www.MyComputerCareer.edu,,,,,,,
MYCOMPUTERCAREER.EDU-RALEIGH,5511 CAPITAL CENTER DR STE 500,RALEIGH,NC,27606,LESS THAN 2 YEARS (BELOW ASSOCIATE),LESS THAN ONE YEAR CERTIFICATE,CITY,NO,1809.0,1809.0,PRIVATE FOR-PROFIT,NAN,NAN,(919) 371-4820,1956,35.7677923520001,-78.72722292600001,www.mycomputercareer.edu,,,,,,,
MYOTHERAPY COLLEGE OF UTAH,336 W BUGATTI DRIVE,SALT LAKE CITY,UT,84115,LESS THAN 2 YEARS (BELOW ASSOCIATE),LESS THAN ONE YEAR CERTIFICATE,SUBURB,NO,75.0,75.0,PRIVATE FOR-PROFIT,NAN,NAN,(801) 484-7624,103,40.7218820100001,-111.90086169799999,myotherapycollege.com,,,,,,,
MYOTHERAPY INSTITUTE,4001 PIONEER WOODS DRIVE,LINCOLN,NE,68506,AT LEAST 2 BUT LESS THAN 4 YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",CITY,NO,11.0,11.0,PRIVATE FOR-PROFIT,16750.0,16750.0,(402) 421-7410,21,40.7722871880001,-96.62332469099991,www.myotherapy.edu,,,,,,,
MYSTROS BARBER ACADEMY,1434 STE. B CYPRESS CREEK PARKWAY,HOUSTON,TX,77090-3300,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,CITY,NO,7.0,7.0,PRIVATE NON-PROFIT,NAN,NAN,(832) 286-4248,11,30.013962042000102,-95.45301147200001,mystrosbarberacademy.org,,,,,,,
NAPA VALLEY COLLEGE,2277 NAPA-VALLEJO HWY,NAPA,CA,94558-6236,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",CITY,NO,5503.0,5503.0,PUBLIC,1142.0,6758.0,(707) 256-7000,6058,38.274009324000104,-122.274531118,www.napavalley.edu,,,,,,,
NAROPA UNIVERSITY,2130 ARAPAHOE AVE,BOULDER,CO,80302-6697,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , BACHELOR'S DEGREE , MASTER'S DEGREE",CITY,YES,953.0,419.0,PRIVATE NON-PROFIT,31790.0,31790.0,(303) 444-0202,1307,40.014025438000004,-105.26636501700001,www.naropa.edu,,,,,,,
NASCAR TECHNICAL INSTITUTE,220 BYERS CREEK ROAD,MOORESVILLE,NC,28117,AT LEAST 2 BUT LESS THAN 4 YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",SUBURB,NO,1121.0,1121.0,PRIVATE FOR-PROFIT,NAN,NAN,(877) 201-2597,1194,35.605271627,-80.855155698,www.uti.edu,,,,,,,
NASH COMMUNITY COLLEGE,522 N. OLD CARRIAGE ROAD,ROCKY MOUNT,NC,27804,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",RURAL,NO,3055.0,3055.0,PUBLIC,2632.0,8776.0,(252) 443-4011,3707,35.976582385,-77.897360928,https://www.nashcc.edu,,,,,,,
NASHOTAH HOUSE,2777 MISSION RD,NASHOTAH,WI,53058-9793,FOUR OR MORE YEARS,"POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,65.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(262) 646-6500,102,43.082033412,-88.42294263199992,www.nashotah.edu,,,,,,,
NASHUA COMMUNITY COLLEGE,505 AMHERST ST,NASHUA,NH,03063-1026,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",CITY,NO,1626.0,1626.0,PUBLIC,7616.0,16416.0,(603) 578-8900,2012,42.7945768390001,-71.5234721149999,nashuacc.edu,,,,,,,
NASHVILLE BARBER AND STYLE ACADEMY,969 MADISON SQUARE,MADISON,TN,37115,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,NAN,NAN,(615) 612-2505,-999,36.253372434,-86.71741457799999,www.nashvillebarberandstyleacademy.com,,,,,,,
NASHVILLE COLLEGE OF MEDICAL CAREERS,1556 CRESTVIEW DR,MADISON,TN,37115-2120,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,68.0,68.0,PRIVATE FOR-PROFIT,NAN,NAN,(615) 868-2963,79,36.2916748330001,-86.70625320100001,www.NashvilleCollege.com,,,,,,,
NASHVILLE FILM INSTITUTE,191 POLK AVENUE,NASHVILLE,TN,37210-4225,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,CITY,NO,53.0,53.0,PRIVATE FOR-PROFIT,NAN,NAN,(877) 627-3456,68,36.13576836,-86.748622364,nfi.edu,,,,,,,
NASHVILLE STATE COMMUNITY COLLEGE,120 WHITE BRIDGE RD,NASHVILLE,TN,37209-4515,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",CITY,NO,8284.0,8284.0,PUBLIC,4191.0,16479.0,(615) 353-3333,8952,36.135484144,-86.856731834,www.nscc.edu,,,,,,,
NASSAU COMMUNITY COLLEGE,ONE EDUCATION DR,GARDEN CITY,NY,11530-6793,AT LEAST 2 BUT LESS THAN 4 YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",SUBURB,NO,17406.0,17406.0,PUBLIC,5880.0,11230.0,(516) 572-7501,19687,40.73045662,-73.590785179,www.ncc.edu/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE,"4775 INDIAN SCHOOL ROAD NE, SUITE 200",ALBUQUERQUE,NM,87110-3976,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(505) 348-3700,-999,35.1029640420001,-106.59156864200001,www.national.edu/locations/campuses/albuquerque/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE WEST,"10131 COORS BLVD, SUITE I-01",ALBUQUERQUE,NM,87114-0000,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,30.0,30.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(505) 348-3750,53,35.199836342,-106.653564906,www.national.edu/locations/campuses/albuquerque-west/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-AUSTIN,"13801 BURNET ROAD, SUITE 300",AUSTIN,TX,78727-1208,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,129.0,129.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(512) 651-4700,149,30.437796957,-97.6968388,www.national.edu/locations/campuses/austin/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-AUSTIN SOUTH,"6800 WESTGATE BLVD, SUITE 102",AUSTIN,TX,78745-4868,FOUR OR MORE YEARS,NAN,CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,NAN,NAN,NOT AVAILABLE,-999,30.2089579030001,-97.8160396649999,NOT AVAILABLE,,,,,,,
NATIONAL AMERICAN UNIVERSITY-BELLEVUE,3604 SUMMIT PLAZA DRIVE,BELLEVUE,NE,68123-1065,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,68.0,68.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(402) 972-4250,71,41.14152549,-95.96737245899999,www.national.edu/locations/campuses/bellevue/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-BLOOMINGTON,"7801 METRO PARKWAY, SUITE 200",BLOOMINGTON,MN,55425-5550,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(952) 356-3600,-999,44.861384867,-93.22861931799999,www.national.edu/locations/campuses/bloomington/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-BROOKLYN CENTER,"6200 SHINGLE CREEK PARKWAY, SUITE 130",BROOKLYN CENTER,MN,55430-4100,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(763) 852-7500,-999,45.0673381660001,-93.30759723799999,www.national.edu/locations/campuses/brooklyn-center/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-BURNSVILLE,501 WEST TRAVELERS TRAIL,BURNSVILLE,MN,55337-2548,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(952) 563-1250,-999,44.7735773050001,-93.28594114200001,www.national.edu/locations/campuses/burnsville/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-CAREER POINT COLLEGE TEACHOUT SITE,"4522 FREDERICKSBURG ROAD, SUITE A-I00",SAN ANTONIO,TX,78201-6549,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,42.0,42.0,PRIVATE FOR-PROFIT,NAN,NAN,(210) 961-3402,52,29.492923059000102,-98.5514556639999,www.national.edu/locations/campuses/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-CENTENNIAL,"8242 SOUTH UNIVERSITY BLVD, SUITE 100",CENTENNIAL,CO,80122-3157,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,129.0,129.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(303) 542-7000,142,39.5673135700001,-104.960118368,www.national.edu/locations/campuses/centennial/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-COLORADO SPRINGS,"1915 JAMBOREE DRIVE,  SUITE 185",COLORADO SPRINGS,CO,80920,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(719) 590-8300,-999,38.952178808,-104.790632679,www.national.edu/locations/campuses/colorado-springs/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-COLORADO SPRINGS SOUTH,"1079 SPACE CENTER DRIVE, SUITE 140",COLORADO SPRINGS,CO,80915-3612,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,146.0,146.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(719) 208-3800,154,38.8475129770001,-104.722171789,www.national.edu/locations/campuses/colorado-springs-south/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-ELLSWORTH AFB EXTENSION,"1000 ELLSWORTH STREET, SUITE 2400-B",ELLSWORTH AIR FORCE BASE,SD,57706-4800,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",TOWN,NO,269.0,269.0,PRIVATE FOR-PROFIT,6075.0,6075.0,(605) 718-6550,280,44.1403175030001,-103.079339262,www.national.edu/locations/campuses/ellsworth-afb/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-GARDEN CITY,801 CAMPUS DRIVE,GARDEN CITY,KS,67846-6333,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",TOWN,NO,53.0,53.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(620) 805-3550,56,37.9703681230001,-100.849233121,www.national.edu/locations/campuses/garden-city/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-GEORGETOWN,"1015 W. UNIVERSITY AVENUE,  SUITE 700",GEORGETOWN,TX,78628-5355,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,84.0,84.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(512) 942-6750,87,30.6302193440001,-97.69348427700001,www.national.edu/locations/campuses/georgetown/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL,"6836 AUSTIN CENTER BLVD, SUITE 270",AUSTIN,TX,78731-3151,FOUR OR MORE YEARS,"MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,NO,480.0,0.0,PRIVATE FOR-PROFIT,NAN,NAN,(512) 813-2300,533,30.35128036,-97.752248515,www.national.edu/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-HOUSTON,"11511 KATY FREEWAY, SUITE 200",HOUSTON,TX,77079-1985,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(832) 619-7300,-999,29.78368375,-95.5861703149999,www.national.edu/locations/campuses/houston/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-INDEPENDENCE,3620 ARROWHEAD AVENUE,INDEPENDENCE,MO,64057-1791,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,83.0,83.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(816) 412-7700,87,39.0526637310001,-94.36072941200001,www.national.edu/locations/campuses/independence/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-INDIANAPOLIS,"3600 WOODVIEW TRACE, SUITE 200",INDIANAPOLIS,IN,46268-3167,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,299.0,299.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(317) 810-8100,308,39.9220459370001,-86.222376085,www.national.edu/locations/campuses/indianapolis/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-KILLEEN,203 W. JASPER STE. 200,KILLEEN,TX,76542-1321,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(254) 251-3710,-999,31.101723521999997,-97.742508084,www.national.edu/locations/campuses/killeen/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-LEE'S SUMMIT,401 NW MURRAY ROAD,LEE'S SUMMIT,MO,64081-1425,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(816) 600-3900,-999,38.9197871860001,-94.402628261,www.national.edu/locations/campuses/lees-summit/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-LEWISVILLE,475 STATE HIGHWAY 121 BY-PASS,LEWISVILLE,TX,75067-8193,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(972) 829-2150,-999,32.9923190800001,-96.97820821499991,www.national.edu/locations/campuses/lewisville/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-MESQUITE,18600 LBJ FREEWAY,MESQUITE,TX,75150-5628,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,180.0,180.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(972) 773-8800,182,32.803957063,-96.62558092200001,www.national.edu/locations/campuses/mesquite/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-OVERLAND PARK,10310 MASTIN,OVERLAND PARK,KS,66212-5451,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,254.0,254.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(913) 981-8700,291,38.9411899900001,-94.703908505,www.national.edu/locations/campuses/overland-park/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-RAPID CITY,5301 MOUNT RUSHMORE ROAD,RAPID CITY,SD,57701-2823,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",CITY,NO,1665.0,1421.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(605) 394-4800,2319,44.031425476,-103.250305914,www.national.edu/locations/campuses/rapid-city/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-RICHARDSON,"300 NORTH COIT ROAD, SUITE 225",RICHARDSON,TX,75080-5400,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(972) 773-8650,-999,32.9545206700001,-96.76823958599991,www.national.edu/locations/campuses/richardson/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-ROCHESTER,3906 EAST FRONTAGE ROAD NW/HWY 52,ROCHESTER,MN,55901-4001,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,22.0,22.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(507) 286-1650,23,44.06457078500011,-92.497706721,www.national.edu/locations/campuses/rochester/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-ROSEVILLE,1550 WEST HIGHWAY 36,ROSEVILLE,MN,55113-4035,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",SUBURB,NO,135.0,135.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(651) 855-6300,144,45.0093000000001,-93.163,www.national.edu/locations/campuses/roseville/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-SIOUX FALLS,5801 SOUTH CORPORATE PLACE,SIOUX FALLS,SD,57108-4293,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,155.0,155.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(605) 336-4600,170,43.49569787000011,-96.7896388249999,www.national.edu/locations/campuses/sioux-falls/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-SOUTH TEXAS MCALLEN,3201 WEST PECAN,MCALLEN,TX,78501-6661,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(956) 217-5068,-999,26.217631027,-98.253671868,www.national.edu/locations/campuses/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-TULSA,8040 SOUTH SHERIDAN ROAD,TULSA,OK,74133-8945,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,109.0,109.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(918) 879-8400,114,36.046785386000096,-95.9054258199999,www.national.edu/locations/campuses/tulsa/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-WATERTOWN,"925 29TH STREET, SUITE E.",WATERTOWN,SD,57201-9123,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",TOWN,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(605) 884-7200,-999,44.8891455510001,-97.06959466099991,www.national.edu/locations/campuses/watertown/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-WESTWOOD TEACH-OUT SITE,350 BLACKHAWK STREET,AURORA,CO,80011-8754,FOUR OR MORE YEARS,NAN,CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,NAN,NAN,NOT AVAILABLE,-999,39.7213487490001,-104.82286238399999,NOT AVAILABLE,,,,,,,
NATIONAL AMERICAN UNIVERSITY-WICHITA,"7309 E 21ST STREET NORTH, SUITE G-40",WICHITA,KS,67206-1097,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,95.0,95.0,PRIVATE FOR-PROFIT,15000.0,15000.0,(316) 448-5400,105,37.72245753,-97.25176947700001,www.national.edu/locations/campuses/wichita/,,,,,,,
NATIONAL AMERICAN UNIVERSITY-WICHITA WEST,"8428 WEST 13TH STREET NORTH, SUITE 120",WICHITA,KS,67212-2976,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,NO,NAN,NAN,PRIVATE FOR-PROFIT,15000.0,15000.0,(316) 448-3150,-999,37.709705936999995,-97.439956364,www.national.edu/locations/campuses/wichita-west/,,,,,,,
